Disease	Code
Environmental Cancer	C4992
Environmental Malignant Neoplasm	C4992
Environmental Cancers	C4992
Environment-Related Malignant Neoplasm	C4992
Environment-Related Cancer	C4992
Malignant Solitary Fibrous Tumor	C6894
Malignant Hemangiopericytoma	C6894
Solitary fibrous tumor, malignant	C6894
Resectable Malignant Neoplasm	C150602
Mesenchymal tumor, malignant	C9118
Sarcoma	C9118
Mesenchymal Tumor, Malignant	C9118
SARCOMA, MALIGNANT	C9118
Sarcoma, Not Otherwise Specified	C9118
sarcoma	C9118
Sarcoma of Soft Tissue and Bone	C9118
SAR	C9118
Sarcoma, NOS	C9118
Sarcoma of the Soft Tissue and Bone	C9118
Genitourinary System Cancer	C156484
Malignant Genitourinary Neoplasm	C156484
Malignant Genitourinary System Neoplasm	C156484
Genitourinary Cancer	C156484
Malignant (primary) neoplasm, unspecified	C84509
Primary Malignant Neoplasm	C84509
infiltrating cancer	C8505
Invasive Malignant Neoplasm	C8505
Infiltrating Malignant Neoplasm	C8505
invasive cancer	C8505
B-Cell Malignancy	C188021
B-Cell Malignant Neoplasm	C188021
Malignant Fibrohistiocytic Neoplasm	C121500
Malignant Peritoneal and Retroperitoneal Neoplasm	C156711
Malignant neoplasm of thorax	C3576
Malignant Tumor of Thorax	C3576
Malignant Neoplasm of Thorax	C3576
Malignant Neoplasm of the Thorax	C3576
Malignant Tumor of the Thorax	C3576
Malignant Thoracic Tumor	C3576
Malignant Thoracic Neoplasm	C3576
Carcinoma, NOS	C2916
epithelial carcinoma	C2916
carcinoma	C2916
Epithelioma Malignant	C2916
Malignant Epithelial Tumor	C2916
Epithelial tumor, malignant	C2916
Other Carcinoma	C2916
Malignant Epithelioma	C2916
Epithelial Carcinoma	C2916
CARCINOMA, MALIGNANT	C2916
Carcinoma	C2916
Malignant Epithelial Neoplasm	C2916
Nonestrogen-Dependent Cancer	C46080
Nonestrogen-Dependent Carcinoma	C46080
Nonestrogen-Dependent Malignant Neoplasm	C46080
resistant cancer	C120186
Refractory Malignant Neoplasm	C120186
clinical resistance	C120186
refractory cancer	C120186
Refractory Cancer	C120186
Moderately Differentiated Malignant Neoplasm	C36049
Immunosuppression-Related Malignancy	C27770
Immunosuppression-Related Malignant Neoplasm	C27770
Immunosuppression-Related Cancer	C27770
Immunodeficiency-Related Malignant Neoplasm	C27770
Malignant Neoplasm, Uncertain Whether Primary or Metastatic	C65153
Neoplasm, malignant, uncertain whether primary or metastatic	C65153
Somatic-Type Malignancy	C177364
SOMATIC_MALIGNANCY_TYPE	C177364
Therapy Related Cancer	C4969
Treatment related secondary malignancy	C4969
Therapy Related Malignant Tumor	C4969
Therapy Related Malignant Neoplasm	C4969
Iatrogenic Cancer	C4969
Therapy-Related Malignant Neoplasm	C4969
Myeloid and Lymphoid Neoplasms with Eosinophilia and Abnormalities of PDGFRA, PDGFRB, or FGFR1	C84270
Myeloid and Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2	C84270
Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2	C84270
Myeloid/Lymphoid Neoplasms with Eosinophilia and Tyrosine Kinase Gene Fusions	C84270
M/LN-eo with Tyrosine Kinase Gene Fusions	C84270
Myeloid/Lymphoid Neoplasms with Eosinophilia and Defining Gene Rearrangements	C84270
Anaplastic Malignant Neoplasm	C36025
Pediatric Embryonal Hepatoma	C3728
hepatoblastoma	C3728
Hepatoblastoma	C3728
Pediatric Hepatoblastoma	C3728
HBL	C3728
HEPATOBLASTOMA, MALIGNANT	C3728
Embryoma	C8997
embryoma	C8997
Blastoma	C8997
Blastoma, NOS	C8997
Rhabdoid Tumor	C3808
Rhabdoid Sarcoma	C3808
Rhabdoid sarcoma	C3808
rhabdoid tumor	C3808
Rhabdoid tumor, NOS	C3808
CMN	C6569
Congenital Mesoblastic Nephroma	C6569
congenital mesoblastic nephroma	C6569
Mesoblastic Nephroma	C6569
Mesoblastic nephroma	C6569
STROMAL NEPHROMA, MALIGNANT	C6569
Central Nervous System Embryonal Tumor	C6990
CNS Embryonal Neoplasm	C6990
CNS Embryonal Tumor	C6990
Embryonal Neoplasm of the CNS	C6990
Embryonal Tumor of Central Nervous System	C6990
Embryonal Tumor of the CNS	C6990
Embryonal Tumor of the Central Nervous System	C6990
Embryonal Tumor of CNS	C6990
Central Nervous System Embryonal Neoplasm	C6990
Embryonal Neoplasm of Central Nervous System	C6990
Embryonal Neoplasm of the Central Nervous System	C6990
Embryonal Neoplasm of CNS	C6990
Ciliary Body Medulloepithelioma	C66806
Intraocular Medulloepithelioma	C66806
Infantile Melanotic Neuroectodermal Neoplasm	C3717
MNTI	C3717
Pigmented Neuroectodermal Tumor	C3717
Melanotic progonoma	C3717
Retinal anlage tumor	C3717
Retinal Anlage Neoplasm	C3717
Melanotic Neuroectodermal Tumor of Infancy	C3717
Melanotic neuroectodermal tumor	C3717
Melanotic Progonoma	C3717
Melanotic Neuroectodermal Tumor	C3717
Ewing sarcoma/Peripheral PNET	C27291
Ewing's Family of Tumors	C27291
Tumors of Ewing's Family	C27291
Ewing Family of Tumors	C27291
Tumors of the Ewing's Family	C27291
Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	C27291
Ewing sarcoma family of tumors	C27291
Ewing's Sarcoma/Peripheral Primitive Neuroectodermal Tumor	C27291
EFTs	C27291
Ewing sarcoma/Peripheral primitive neuroectodermal tumor	C27291
Ewing's Family of Tumours	C27291
Thyroid Gland Immature Teratoma	C187995
Thyroid Gland Carcinosarcoma	C187995
Thyroid Gland Malignant Teratoma	C187995
Thyroid Gland Malignant Teratoid Tumor	C187995
Thyroid Gland Teratocarcinosarcoma	C187995
Thyroblastoma	C187995
Visual Pathway Medulloepithelioma	C175225
Neuroectodermal Tumor	C3716
PNET, NOS	C3716
Primitive Neuroectodermal Tumor	C3716
Primitive Neuroectodermal Neoplasm	C3716
PNET	C3716
Primitive Neuroectodermal Tumor (PNET)	C3716
Neuroectodermal Neoplasm	C3716
Primitive neuroectodermal tumor, NOS	C3716
primitive neuroectodermal tumor	C3716
Neuroepithelioma	C3716
neuroectodermal tumor	C3716
Notochordal Tumor	C7063
Notochordal Neoplasm	C7063
Wilms tumor (WT)	C3267
Wilms' Tumor	C3267
Nephroblastoma	C3267
Wilms tumor	C3267
Wilms tumor (Nephroblastoma)	C3267
Wilms Tumor	C3267
Germ Cell Tumor (Antiquated)	C62279
Nervous System Neoplasm (Antiquated)	C66818
Gestational Trophoblastic Tumor by FIGO Stage	C6390
Pericardial Adenomatoid Tumor	C92187
Blood Borne Cancer	C7340
Hematopoietic and Lymphoid Neoplasm (Antiquated)	C7340
Granulosa Cell-Theca Cell Tumor	C66751
Granulosa cell-theca cell tumor	C66751
Malignant Ovarian Cyst	C3843
Uterine Ligament Serous Adenocarcinoma	C40136
Spontaneously Regressing Retinoblastoma	C66816
Spontaneously Regressed Retinoblastoma	C66816
Retinoblastoma, spontaneously regressed	C66816
Retro-Orbital Neoplasm	C8597
Retro-Orbital Tumor	C8597
Clear Cell Tumor	C66752
Clear Cell Neoplasm	C66752
Epithelial Neoplasm (Antiquated)	C62241
Ameloblastic Odontoma	C54317
Odontoblastoma	C54317
Odontoameloblastoma	C54317
OA	C54317
Connective and Soft Tissue Neoplasm (Antiquated)	C62277
Benign cystic nephroma	C7504
Cystic Nephroma	C7504
Adult Cystic Nephroma	C7504
Follicular Carcinoma	C8054
Follicular Carcinoma of the Thyroid	C8054
Follicular Adenocarcinoma	C8054
Well-differentiated Follicular Adenocarcinoma	C8054
Follicular Carcinoma of Thyroid Gland	C8054
Well-Differentiated Follicular Adenocarcinoma	C8054
Follicular Carcinoma of Thyroid	C8054
CARCINOMA, FOLLICULAR CELL, MALIGNANT	C8054
Follicular Thyroid Gland Carcinoma	C8054
Thyroid Gland Follicular Cancer	C8054
Follicular carcinoma, well differentiated	C8054
Follicular carcinoma, NOS	C8054
follicular thyroid cancer	C8054
Thyroid Gland Follicular Carcinoma	C8054
Follicular adenocarcinoma, well differentiated	C8054
Follicular Carcinoma of the Thyroid Gland	C8054
Follicular Cancer of the Thyroid Gland	C8054
FTC	C8054
Follicular Cancer of Thyroid Gland	C8054
Well-differentiated Follicular Carcinoma	C8054
Well-Differentiated Follicular Carcinoma	C8054
Follicular Thyroid Carcinoma	C8054
Follicular Thyroid Cancer	C8054
Thyroid Follicular Carcinoma	C8054
Follicular Cancer of the Thyroid	C8054
Follicular Cancer of Thyroid	C8054
Follicular thyroid carcinoma	C8054
IEFVPTC	C66850
Invasive encapsulated follicular variant of papillary thyroid carcinoma (invasive EFVPTC)	C66850
Solid papillary carcinoma with invasion	C66850
Follicular Variant Thyroid Gland Papillary Carcinoma, Encapsulated Subtype with Invasion	C66850
Invasive Encapsulated Follicular Variant Thyroid Gland Papillary Carcinoma	C66850
Invasive Encapsulated Follicular Variant Papillary Carcinoma	C66850
Encapsulated Breast Papillary Carcinoma	C176009
Breast Intracystic Papillary Carcinoma	C176009
Warthin's Tumor	C2854
Salivary Gland Warthin Tumor	C2854
Warthin tumor	C2854
Papillary cystadenoma lymphomatosum	C2854
Adenolymphoma	C2854
Papillary Cystadenoma Lymphomatosum	C2854
Warthin Tumor	C2854
Noninvasive Follicular Thyroid Neoplasm with Papillary-Like Nuclear Features	C126598
NIEFVPTC	C126598
Thyroid Gland Noninvasive Follicular Tumor with Papillary-Like Nuclear Features	C126598
Noninvasive Encapsulated Follicular Variant Papillary Thyroid Gland Carcinoma	C126598
Thyroid Gland Noninvasive Follicular Neoplasm with Papillary-Like Nuclear Features	C126598
NIFTP	C126598
Follicular Thyroid Tumor	C126598
Noninvasive Encapsulated Follicular Variant Thyroid Gland Papillary Carcinoma	C126598
Noninvasive Follicular Thyroid Gland Neoplasm with Papillary-Like Nuclear Features	C126598
Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP)	C126598
CCPRCT	C121955
Renal Angiomyoadenomatous Tumor	C121955
Clear Cell Papillary Renal Tumor	C121955
Clear Cell Tubulopapillary Renal Cell Carcinoma	C121955
Clear Cell Papillary Renal Cell Carcinoma	C121955
Clear Cell Papillary Renal Neoplasm	C121955
Encapsulated Variant Thyroid Gland Papillary Carcinoma	C156034
Follicular Adenoma of the Thyroid	C3502
Thyroid Follicular Adenoma	C3502
Adenoma of Thyroid Gland	C3502
Thyroid Gland Follicular Adenoma	C3502
Follicular Adenoma of Thyroid	C3502
Follicular Adenoma of the Thyroid Gland	C3502
Thyroid Gland Adenoma	C3502
Follicular adenoma	C3502
Thyroid Adenoma	C3502
Adenoma of the Thyroid Gland	C3502
Follicular Adenoma	C3502
Adenoma of the Thyroid	C3502
Adenoma of Thyroid	C3502
Follicular Adenoma of Thyroid Gland	C3502
ADENOMA, FOLLICULAR CELL, BENIGN	C3502
Childhood Genitourinary System Neoplasm	C189258
Pediatric Genitourinary System Neoplasm	C189258
Pediatric Head and Neck Tumor	C190119
Childhood Head and Neck Neoplasm	C190119
Pediatric Head and Neck Neoplasm	C190119
Childhood Head and Neck Tumor	C190119
Childhood Malignant Neoplasm	C4005
Childhood Cancer	C4005
Malignant Childhood Tumor	C4005
Malignant Neoplasm	C4005
Malignant Childhood Neoplasm	C4005
Malignant Pediatric Neoplasm	C4005
Pediatric Cancer	C4005
Malignant Pediatric Tumor	C4005
Childhood Nervous System Neoplasm	C188950
Childhood Solid Tumor	C9107
Childhood Solid Neoplasm	C9107
Solid Tumor	C9107
Pediatric Solid Tumor	C9107
Pediatric Gastrointestinal System Neoplasm	C189869
Childhood Gastrointestinal System Neoplasm	C189869
Childhood Digestive System Neoplasm	C189869
Pediatric Digestive System Neoplasm	C189869
Childhood Benign Neoplasm	C190573
Pediatric Benign Neoplasm	C190573
Pediatric Skin Tumor	C190123
Childhood Skin Neoplasm	C190123
Pediatric Skin Neoplasm	C190123
Childhood Skin Tumor	C190123
Childhood Germ Cell Tumor	C7928
Germ Cell Tumor	C7928
Pediatric Germ Cell Neoplasm	C7928
Childhood Germ Cell Neoplasm	C7928
Pediatric Germ Cell Tumor	C7928
Pediatric Breast Neoplasm	C189338
Childhood Breast Neoplasm	C189338
Pediatric Endocrine Neoplasm	C190056
Childhood Endocrine Neoplasm	C190056
Childhood Thoracic Neoplasm	C190090
Pediatric Thoracic Neoplasm	C190090
Pediatric Hematopoietic and Lymphoid Cell Neoplasm	C9431
Hematopoietic Neoplasm	C9431
Childhood Hematopoietic and Lymphoid Cell Neoplasm	C9431
Pediatric Connective and Soft Tissue Neoplasm	C188963
Childhood Connective and Soft Tissue Neoplasm	C188963
secondary cancer	C4968
SMN	C4968
Secondary Malignancy	C4968
Secondary malignant neoplasm of unspecified site	C4968
Secondary Malignant Neoplasm	C4968
Secondary Cancer	C4968
Lung Mixed Squamous Cell and Glandular Papilloma	C45602
Bronchial Mixed Squamous Cell and Glandular Papilloma	C45602
Mixed squamous cell and glandular papilloma	C45602
Lung Mixed Squamous and Glandular Papilloma	C45602
Mixed Glial Tumor	C3903
mixed glioma	C3903
Mixed Neuroglial Neoplasm	C3903
Mixed glioma	C3903
GLIOMA, MIXED, MALIGNANT	C3903
Mixed Neuroglial Tumor	C3903
Mixed Glioma	C3903
Mixed Glial Neoplasm	C3903
Glioma, Mixed	C3903
Mixed Epithelial and Mesenchymal Hair Follicle Tumor	C43312
Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm	C43312
TUMOR, MIXED, MALIGNANT	C3729
Malignant Mixed Neoplasm	C3729
Malignant Mixed Tumor	C3729
Mixed tumor, malignant, NOS	C3729
Mixed Mesodermal (Mullerian) Tumor	C3730
Mixed Mesodermal (Müllerian) Tumor	C3730
Mesodermal Mixed Tumor	C3730
Mixed Müllerian Tumor	C3730
Mixed Mesodermal (Müllerian) Neoplasm	C3730
Mullerian mixed tumor	C3730
Mesodermal mixed tumor	C3730
Mullerian tumor	C3730
Mixed Mesodermal (Mullerian) Neoplasm	C3730
Mixed Mullerian Tumor	C3730
Mixed Germ Cell Neoplasm	C4290
Combined Germ Cell Neoplasm	C4290
Mixed germ cell tumor	C4290
Combined Germ Cell Tumor	C4290
Mixed Germ Cell Tumor	C4290
Hybrid Salivary Gland Tumor	C181078
Hybrid Salivary Gland Neoplasm	C181078
Mixed Germ Cell-Sex Cord Tumor	C5241
Mixed Germ Cell-Sex Cord-Stromal Neoplasm	C5241
Mixed Germ Cell-Sex Cord Neoplasm	C5241
Mixed Germ Cell-Sex Cord-Stromal Tumor	C5241
Mixed Cell Adenoma	C4157
Mixed cell adenoma	C4157
Fibroepithelial Neoplasms	C3743
Fibroepithelial Tumor	C3743
Fibroepithelial Neoplasm	C3743
Borderline Ovarian Mixed Epithelial Tumor/Atypical Proliferative Ovarian Mixed Epithelial Tumor	C158616
Mixed Tumor, NOS	C121786
Mixed Tumor, Not Otherwise Specified	C121786
Mixed tumor, NOS	C121786
Hybrid Schwannoma-Perineurioma	C121686
Hybrid Neurofibroma-Perineurioma	C121686
Hybrid Neurofibroma-Schwannoma	C121686
Hybrid Nerve Sheath Neoplasm	C121686
Hybrid Nerve Sheath Tumor	C121686
Vulvar Composite Hidradenoma Papilliferum and Fibroadenoma	C139548
Vulvar Composite Papillary Hidradenoma and Fibroadenoma	C139548
Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm	C40181
Uterine Corpus Mixed Epithelial and Mesenchymal Tumor	C40181
Lung Adenofibroma	C133091
Pulmonary Adenofibroma	C133091
Benign Mixed Tumor of Skin (Chondroid Syringoma)	C4474
Mixed Tumor of the Skin (Chondroid Syringoma)	C4474
Benign Mixed Tumor of Skin	C4474
Benign Mixed Tumor of the Skin	C4474
Chondroid syringoma	C4474
Chondroid Syringoma	C4474
Benign Mixed Tumor of the Skin (Chondroid Syringoma)	C4474
MINEN	C164255
Mixed Neuroendocrine Non-Neuroendocrine Neoplasm	C164255
MiNEN	C164255
Kidney Mixed Epithelial and Stromal Tumor	C37263
Mixed Epithelial Stromal Tumor of the Kidney	C37263
MEST	C37263
Renal Epithelial Stromal Tumor	C37263
Mixed Gangliocytoma-Pituitary Neuroendocrine Tumor/Adenoma	C155767
Pituitary Gland Adenoma-Neuronal Choristoma	C155767
Mixed Gangliocytoma-PitNET/Adenoma	C155767
Mixed Gangliocytoma-Pituitary Neuroendocrine Tumor	C155767
Pituitary Gland Mixed Gangliocytoma-Adenoma	C155767
Pituitary Gland Adenoma with Gangliocytic Component	C155767
Mixed Gangliocytoma-PitNET	C155767
Seminal Vesicle Mixed Epithelial and Stromal Tumor	C161636
Pleomorphic adenoma	C8602
Pleomorphic Adenoma	C8602
TUMOR, MIXED, BENIGN	C8602
Mixed Tumor of Salivary Gland	C35691
Mixed Tumor of the Salivary Gland	C35691
Vaginal Mixed Epithelial and Mesenchymal Tumor	C40274
Vaginal Mixed Epithelial and Mesenchymal Neoplasm	C40274
Cervical Mixed Epithelial and Mesenchymal Neoplasm	C40226
CUP	C3812
carcinoma of unknown primary	C3812
Carcinoma of Unknown Primary Origin	C3812
Carcinoma of Unknown Primary	C3812
Epithelial-myoepithelial carcinoma	C4199
Epithelial-Myoepithelial Carcinoma	C4199
Craniopharyngeal Tumor	C2964
Neoplasm of Rathke's Pouch	C2964
Craniopharyngioma (WHO Grade 1)	C2964
Craniopharyngioma	C2964
Craniopharyngioma (WHO Grade I)	C2964
craniopharyngioma	C2964
CRANIOPHARYNGIOMA, BENIGN	C2964
Benign neoplasm of craniopharyngeal duct	C2964
Rathke's Pouch Tumor	C2964
Cystoma	C2964
Rathke's Pouch Neoplasm	C2964
Tumor of Rathke's Pouch	C2964
Rathke Pouch Neoplasm	C2964
Rathke Pouch Tumor	C2964
Rathke pouch tumor	C2964
Odontogenic tumor, NOS	C3286
Odontogenic Neoplasm	C3286
Odontogenic Tumor	C3286
Odontogenic Tumors	C3286
Histiocytic and Dendritic Cell Neoplasm	C9294
Histiocytic and Dendritic Cell Neoplasms	C9294
Histiocytic and Dendritic Cell Tumors	C9294
Malignant myoepithelioma	C7596
Myoepithelial carcinoma	C7596
MYOEPITHELIOMA, MALIGNANT	C7596
Myoepithelial Carcinoma	C7596
Malignant Myoepithelioma	C7596
Rare Malignant Childhood Neoplasm	C114451
Rare Childhood Malignant Neoplasm	C114451
Rare Malignant Neoplasm	C114451
Mast Cell Proliferative Disease	C9295
Neoplasm of Mast Cells	C9295
Mast cell tumor, NOS	C9295
Mast Cell Tumor	C9295
Tumor of Mast Cells	C9295
Tumor of the Mast Cells	C9295
Mast Cell Neoplasm	C9295
mast cell tumor	C9295
Neoplasm of the Mast Cells	C9295
Mast Cell Tumors	C9295
Cancer of the Pituitary Gland	C4536
Cancer of the Pituitary	C4536
Metastatic Pituitary Gland Carcinoma	C4536
Pituitary Gland Adenocarcinoma	C4536
Carcinoma of the Pituitary	C4536
Pituitary Carcinoma	C4536
Pituitary Gland Carcinoma	C4536
Pituitary gland cancer, NOS	C4536
Cancer of Pituitary Gland	C4536
Cancer of Pituitary	C4536
Carcinoma of the Pituitary Gland	C4536
Carcinoma of Pituitary	C4536
Carcinoma of Pituitary Gland	C4536
Pituitary carcinoma, NOS	C4536
Metastatic PitNET	C4536
Metastatic Pituitary Neuroendocrine Tumor	C4536
Pituitary Gland Cancer	C4536
Recurrent Gastrointestinal Stromal Tumor (GIST)	C128460
Recurrent Gastrointestinal Stromal Tumor	C128460
Relapsed Neoplastic Post-Transplant Lymphoproliferative Disorder	C188180
Recurrent Neoplastic Post-Transplant Lymphoproliferative Disorder	C188180
Recurrent Childhood Renal Neoplasm	C115445
Recurrent Childhood Kidney Neoplasm	C115445
Recurrent Kidney Neoplasm	C115445
Recurrent Sinonasal Inverted Schneiderian Papilloma	C115432
Recurrent Sinonasal Inverted Papilloma	C115432
Recurrent Inverted Schneiderian Papilloma	C115432
Recurrent Cancer	C4813
Recurrent Malignant Neoplasm	C4813
recurrent cancer	C4813
recurrence	C4813
Recurrence	C4813
Recurrent Malignant Tumor	C4813
RRP	C128637
Recurrent Respiratory Papillomatosis	C128637
Pseudomelanoma	C7577
Traumatized Nevus	C7577
Persistent Nevus	C7577
Recurrent Nevus	C7577
Recurrent Histiocytic and Dendritic Cell Neoplasm	C134172
Recurrent Neuroendocrine Neoplasm	C157130
Recurrent Desmoid Fibromatosis	C155875
Recurrent Desmoid Tumor	C155875
Recurrent Desmoid-Type Fibromatosis	C155875
Recurrent GTT	C7887
Recurrent Gestational Trophoblastic Tumor	C7887
Relapsed Gestational Trophoblastic Neoplasm	C7887
Recurrent Gestational Trophoblastic Neoplasm	C7887
Recurrent Gestational Trophoblastic Disease	C7887
Relapsed Gestational Trophoblastic Disease	C7887
Relapsed Gestational Trophoblastic Tumor	C7887
Relapsed GTT	C7887
Recurrent Borderline Ovarian Surface Epithelial-Stromal Tumor	C115352
Relapsed Angiocentric Immunoproliferative Lesion	C7934
Recurrent LYG	C7934
Recurrent Lymphomatoid Granulomatosis	C7934
Recurrent Angiocentric Immunoproliferative Lesion	C7934
Recurrent Nervous System Neoplasm	C182030
Multiple Polyps	C4089
polyposis	C4089
Polyposis	C4089
Inflammatory Fibroid Polyp	C172941
Endocervical Polyp	C34584
Benign endocervical polyp	C34584
Polypoid adenoma	C3764
Adenomatous Polyp	C3764
Gastrointestinal Tract Adenomatous Polyp	C3764
Polypoid Adenoma	C3764
GI Tract Adenomatous Polyp	C3764
Adenomatous polyp, NOS	C3764
Fallopian Tube Endometrioid Polyp	C40115
Fallopian Tube Endometrioid Adenomatous Polyp	C40115
precancerous polyps	C8587
Precancerous Polyp	C8587
Metastatic Malignant Neoplasm	C36263
Metastatic Cancer	C36263
Metastatic Benign Neoplasm	C36264
