code,pref_name
C96418,Appendix Intraepithelial Neoplasia
C8384,Endometrioid Stromal and Related Neoplasms
C8388,Functioning Pituitary Neuroendocrine Tumor
C9480,Invasive Carcinoma
C9316,Malignant Oral Neoplasm
C9346,Malignant Tracheal Neoplasm
C9325,Adrenal Cortical Carcinoma
C96954,Extrahepatic Bile Duct Neuroendocrine Neoplasm
C9134,Breast Papillary Carcinoma
C114801,Childhood Gonadal Germ Cell Tumor
C123329,Multiple Endocrine Neoplasia Type 2
C128041,Cervical Neuroendocrine Neoplasm
C129927,Sacral Chordoma
C133550,Clinical Stage 0 Gastroesophageal Junction Adenocarcinoma AJCC v8
C140329,Metastatic Non-Functioning Neuroendocrine Tumor
C150540,Recurrent Malignant Endocrine Neoplasm
C155801,Sellar Germ Cell Tumor
C156283,Scrotal Sarcoma
C158620,"Endometrioid Tumor, Variant with Squamous Differentiation"
C157748,Metanephric Tumor
C157758,Bladder Neuroendocrine Neoplasm
C156757,Parathyroid Gland Adenoma
C157125,Recurrent Paraganglioma
C158088,Refractory Digestive System Neuroendocrine Neoplasm
C202620,Orbit Solitary Fibrous Tumor
C27942,Breast Intraductal Proliferative Lesion
C27825,Mucin-Producing Carcinoma
C2930,Transitional Cell Carcinoma
C3780,Large Cell Carcinoma
C3779,Giant Cell Carcinoma
C41430,Peripheral Nerve Schwannoma
C4196,Acinar Cell Adenoma
C40022,Primary Peritoneal Carcinoma
C40301,Adenoma of Minor Vestibular Glands
C4018,Breast Lobular Carcinoma In Situ
C40381,Breast Angiomatosis
C40398,Breast Inflammatory Myofibroblastic Tumor
C39954,Brenner Tumor
C45837,Non-Functioning Pancreatic Neuroendocrine Tumor
C45840,Functioning Pancreatic Neuroendocrine Tumor
C45716,NUT Carcinoma
C4491,Skin Glomus Tumor
C4600,Benign Salivary Gland Neoplasm
C175494,Conjunctival Stromal Tumor
C168973,Unresectable Neuroendocrine Neoplasm
C170726,Recurrent Malignant Breast Neoplasm
C192126,Paratesticular Mucinous Cystadenoma
C192733,Recurrent Skull Base Carcinoma
C190070,Childhood Malignant Endocrine Neoplasm
C190098,Childhood Malignant Thoracic Neoplasm
C190580,Childhood Benign Digestive System Neoplasm
C190592,Benign Liver Neoplasm
C4795,Prostate Adenoma
C4773,Benign Appendix Neoplasm
C4742,Benign Squamous Cell Neoplasm
C4611,Benign Anal Neoplasm
C4730,Breast Atypical Lobular Hyperplasia
C4627,Malignant Central Nervous System Neoplasm
C4632,Skin Dermoid Cyst
C4671,Breast Lymphoma
C4776,Benign Extrahepatic Bile Duct Neoplasm
C4458,Benign Thymus Neoplasm
C54094,Gastric Granular Cell Tumor
C5347,Epicardial Neoplasm
C5297,Thoracic Intraspinal Meningioma
C5830,Hypoglossal Nerve Neoplasm
C5665,Atypical Adenomatous Lung Hyperplasia
C5628,Metastatic Carcinoma in the Skin
C5828,Glossopharyngeal Nerve Neoplasm
C5913,Oral Cavity Adenoma
C6023,Laryngeal Neuroendocrine Neoplasm
C60310,Lung Mature B-Cell Neoplasm
C5120,Vestibulocochlear Nerve Neoplasm
C5121,Olfactory Nerve Neoplasm
C5132,Childhood Central Nervous System Neoplasm
C5237,Ovarian Neuroendocrine Neoplasm
C5277,Primary Cutaneous Meningioma
C54183,Breast Columnar Cell Hyperplasia
C54661,Head and Neck Nevus
C5589,Jugular Foramen Neoplasm
C5603,Anal Canal Neuroendocrine Neoplasm
C7158,Benign Dermal Neoplasm
C7352,Retroperitoneal Carcinoma
C7488,Paranasal Sinus Neoplasm
C6720,Chest Wall Parachordoma
C6721,Chest Wall Plexiform Fibrohistiocytic Tumor
C6448,Gastric Germ Cell Tumor
C6437,Mediastinal Germ Cell Tumor
C6500,Lumbosacral Lipoma
C6601,Mediastinal Granular Cell Tumor
C7103,Liver Neoplasm
C7580,Skin Appendage Adenoma
C7630,Intermediate Lipomatous Neoplasm
C7608,Benign Oral Neoplasm
C202966,Cutaneous Juvenile Xanthogranuloma
C202967,Head and Neck Juvenile Xanthogranuloma
C3560,Malignant Scrotal Neoplasm
C3230,Meningioma
C3411,Thymoma
C3414,Thyroid Gland Neoplasm
C3329,Pituitary Neuroendocrine Tumor
C3694,Dysplastic Nevus
C3598,Benign Esophageal Neoplasm
C3603,Benign Pleural Neoplasm
C36076,Malignant Reproductive System Neoplasm
C35833,Salivary Gland Cystadenoma
C36090,Breast Intraductal Papillary Neoplasm
C3615,Benign Scrotal Neoplasm
C35750,Benign Axillary Neoplasm
C174560,Ciliary Body Adenoma
C173387,Head and Neck Neuroendocrine Tumor
C172849,Digestive System Sarcoma
C172637,Primitive Non-Neural Granular Cell Tumor
C173095,Benign Sinonasal Neoplasm
C173097,Malignant Sinonasal Neoplasm
C190602,Childhood Benign Genitourinary System Neoplasm
C190613,Childhood Benign Head and Neck Neoplasm
C8334,Squamous Cell Intraepithelial Neoplasia
C8380,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells
C8383,Kidney Adenoma
C8410,Breast Melanoma
C8431,Ovarian Serous Tumor
C8529,Benign Chest Wall Neoplasm
C88156,Leukemia Cutis
C9333,Malignant Appendix Neoplasm
C9337,Malignant Ear Neoplasm
C95044,Thymus Solitary Fibrous Tumor
C99055,Sacrococcygeal Teratoma
C95405,Digestive System Neuroendocrine Carcinoma
C95406,Digestive System Mixed Adenoneuroendocrine Carcinoma
C136825,Spitz Melanocytoma
C136320,Thymic Epithelial Neoplasm by AJCC v8 Stage
C202953,Primary Head and Neck Mucosal CD30-Positive T-Cell Lymphoproliferative Disorder
C202978,Sinonasal Germ Cell Tumor
C202990,Sinonasal Neuroendocrine Neoplasm
C202849,Head and Neck EBV-Associated Smooth Muscle Tumor
C147005,Cardiac Germ Cell Tumor
C164249,Differentiated Intraepithelial Neoplasia
C170811,Metastatic Malignant Skin Neoplasm
C177724,Recurrent Malignant Genitourinary System Neoplasm
C176705,Functioning Lung Neuroendocrine Tumor
C176706,Non-Functioning Lung Neuroendocrine Tumor
C176253,Breast Nodular Fasciitis
C193416,Benign Cranial Nerve Neoplasm
C192141,Paratesticular Endometrioid Tumor
C192662,Metastatic Malignant Neoplasm in the Genitourinary System
C188218,Neuroendocrine Tumor
C188951,Childhood Peripheral Nervous System Neoplasm
C190121,Childhood Malignant Head and Neck Neoplasm
C189269,Childhood Malignant Genitourinary System Neoplasm
C190152,Childhood Odontogenic Neoplasm
C190600,Childhood Benign Endocrine Neoplasm
C190620,Childhood Benign Thoracic Neoplasm
C190574,Childhood Benign Breast Neoplasm
C190575,Childhood Malignant Breast Neoplasm
C150545,Recurrent Malignant Skin Neoplasm
C155792,Benign Skull Neoplasm
C156485,Metastatic Neuroendocrine Neoplasm
C156492,Metastatic Digestive System Neuroendocrine Neoplasm
C172940,Digestive System Solitary Fibrous Tumor
C172945,Digestive System Lipoma
C157743,Kidney Neuroendocrine Neoplasm
C156885,Malignant Bronchial Neoplasm
C162483,Epididymal Cystadenoma
C162845,Unresectable Malignant Digestive System Neoplasm
C27764,Helicobacter Pylori-Related Carcinoma
C27767,Parasite-Related Carcinoma
C27514,Cutaneous Adult Xanthogranuloma
C27633,Transplant-Related Carcinoma
C27881,Transitional Cell Intraepithelial Neoplasia
C3547,Malignant Pleural Neoplasm
C39741,Retroperitoneal Inflammatory Myofibroblastic Tumor
C3872,Ovarian Brenner Tumor
C3782,Cervical Intraepithelial Neoplasia
C3759,Oncocytic Adenoma
C3019,Epidural Spinal Canal Neoplasm
C3054,Male Reproductive System Neoplasm
C2917,Carcinoma In Situ
C3191,Lip Neoplasm
C3229,Meningeal Neoplasm
C2898,Bile Duct Neoplasm
C3060,Glomus Tumor
C3325,Pharyngeal Neoplasm
C39904,Tumor of Specialized Prostatic Stroma
C40337,Retroperitoneal Gastrointestinal Stromal Tumor
C40399,Breast Leiomyoma
C4137,Solid Carcinoma
C40111,Fallopian Tube Endometrioid Tumor
C5487,Gastric Soft Tissue Neoplasm
C5502,Benign Peripheral Nerve Granular Cell Tumor
C5328,Extra-Adrenal Retroperitoneal Paraganglioma
C7749,Skin Fibrohistiocytic Neoplasm
C7634,Solitary Fibrous Tumor
C79951,Papillary Adenoma
C6713,Chest Wall Fibromatosis
C7348,High Grade Intraepithelial Neoplasia
C7377,Malignant Lung Neoplasm
C7575,Breast Phyllodes Tumor
C40018,Rete Ovarii Adenoma
C40299,Bartholin Gland Adenoma
C39934,Testicular Trophoblastic Tumor
C4412,Middle Ear Neoplasm
C4370,Skin Lymphangioleiomyomatosis
C4479,Cutaneous Neural Neoplasm
C4455,Lung Adenoma
C6257,Ovarian Endometrioid Tumor
C4882,Benign Muscle Neoplasm
C4884,Benign Neck Neoplasm
C45639,Mediastinal Thymoma
C4510,Benign Ovarian Epithelial Tumor
C45249,Cutaneous Mature B-Cell Neoplasm
C4526,Kidney Oncocytoma
C4839,Esophageal Intraepithelial Neoplasia
C4843,Biliary Intraepithelial Neoplasia
C4845,Pancreatic Intraepithelial Neoplasia
C4612,Benign Pancreatic Neoplasm
C4615,Benign Skin Appendage Neoplasm
C4953,Intracranial Neoplasm
C4962,Malignant Thymus Neoplasm
C4973,Perineurioma
C6413,Metastatic Intrathoracic Paravertebral Paraganglioma
C5131,Adult Central Nervous System Neoplasm
C5143,Malignant Breast Adenomyoepithelioma
C5144,Benign Breast Adenomyoepithelioma
C5180,Malignant Breast Spiradenoma
C5545,Prostate Neuroendocrine Neoplasm
C5566,Skin Lipomatous Neoplasm
C5670,Lung Neuroendocrine Neoplasm
C5695,Intestinal Neuroendocrine Neoplasm
C5696,Gastric Neuroendocrine Neoplasm
C5821,Esophageal Neuroendocrine Neoplasm
C5825,Trochlear Nerve Neoplasm
C5826,Abducens Nerve Neoplasm
C5829,Accessory Nerve Neoplasm
C5831,Vagus Nerve Neoplasm
C5700,Esophageal Granular Cell Tumor
C60709,Appendix Neuroendocrine Neoplasm
C95048,Ectopic Cervical Thymoma
C95558,Pancreatic Teratoma
C95909,Preinvasive Neoplasm of the Ampullary Region
C9005,Malignant Pancreatic Neoplasm
C8559,Metastatic Paraganglioma
C8536,Benign Pericardial Neoplasm
C8547,Metastatic Malignant Neoplasm in the Nervous System
C9297,Malignant Urinary System Neoplasm
C9331,Malignant Gastric Neoplasm
C121789,Malignant Phosphaturic Mesenchymal Tumor
C121681,Solitary Circumscribed Neuroma
C152077,Recurrent Malignant Head and Neck Neoplasm
C150546,Refractory Malignant Skin Neoplasm
C165455,Unresectable Digestive System Neuroendocrine Neoplasm
C165498,Pigmented Epithelioid Melanocytoma
C155919,Metastatic Malignant Neoplasm in the Thoracic Cavity
C156493,Metastatic Breast Neuroendocrine Neoplasm
C155790,Malignant Skull Neoplasm
C157774,Metastatic Malignant Genitourinary System Neoplasm
C170734,Appendix Mucinous Neoplasm
C171101,Cutaneous Lymphoma
C176415,Breast Neurofibroma
C173845,Maxillofacial Neoplasm
C174550,Adenoma of the Retinal Pigment Epithelium
C172851,Digestive System Inflammatory Myofibroblastic Tumor
C173117,Sinonasal Soft Tissue Neoplasm
C179927,Uterine Ligament Wolffian Tumor
C179420,Unresectable Malignant Thoracic Neoplasm
C184295,Salivary Gland Adenoma
C188257,Multiple Endocrine Neoplasia Type 5
C188049,Benign Central Nervous System Neoplasm
C102871,Primary Central Nervous System Neoplasm
C189340,Childhood Breast Phyllodes Tumor
C190076,Childhood Digestive System Neuroendocrine Tumor
C190623,Childhood Malignant Nervous System Neoplasm
C2956,Colorectal Neoplasm
C3225,Multiple Endocrine Neoplasia Type 1
C3269,Schwannoma
C3272,Neurofibroma
C27507,Hemangioma of Peripheral Nerve
C27380,Thyroid Gland Adenocarcinoma
C27031,Pancreatic Neuroendocrine Neoplasm
C27295,Recurrent Primitive Neuroectodermal Tumor
C27710,Pulmonary Sulcus Neoplasm
C3398,Sweat Gland Neoplasm
C3381,Spinal Cord Neoplasm
C3363,Sebaceous Gland Neoplasm
C3863,Breast Intraductal Papilloma
C3811,Malignant Salivary Gland Neoplasm
C3769,Endometrioid Adenocarcinoma
C3794,Sex Cord-Stromal Tumor
C5135,Intradural Extramedullary Spinal Canal Neoplasm
C5196,Benign Breast Phyllodes Tumor
C5296,Cervical Intraspinal Meningioma
C40076,Ovarian Clear Cell Tumor
C40300,Bartholin Gland Adenomyoma
C4454,Benign Lung Neoplasm
C4432,Small Intestinal Neoplasm
C4407,Major Salivary Gland Neoplasm
C4440,Gallbladder Benign Neoplasm
C4480,Skin Smooth Muscle Neoplasm
C4409,Minor Salivary Gland Neoplasm
C5353,Breast Hemangioma
C54658,Breast Nevus
C5431,Lipomatosis of Nerve
C5327,Head and Neck Paraganglioma
C3604,Benign Mediastinal Neoplasm
C35778,Gastrointestinal Stromal Tumor of the Gastrointestinal Tract
C36207,Digestive System Adenoma
C36310,Secondary Carcinoma
C3688,Trabecular Adenoma
C3562,Malignant Orbit Neoplasm
C3744,Breast Fibroadenoma
C3538,Malignant Peritoneal Neoplasm
C43313,Pilar-Associated Mesenchyme Neoplasm
C4139,Combined Carcinoid and Adenocarcinoma
C4192,Nipple Adenoma
C4595,Anal Intraepithelial Neoplasia
C45625,Malignant Lung and Pleural Neoplasm
C45636,Lung Germ Cell Tumor
C46104,Thyroid Gland Mixed Medullary and Follicular Cell-Derived Carcinoma
C45238,Cutaneous Precursor Lymphoid Neoplasm
C5585,Skin Sarcoma
C5671,Lung Hilum Neoplasm
C5629,Metastatic Malignant Neoplasm in the Skin
C5978,Salivary Gland Myoepithelioma
C40382,Breast Adenoma
C40393,Salivary Gland Myoepithelial Tumor
C40397,Breast Myofibroblastoma
C40256,Vaginal Adenoma
C39784,Inner Ear Neoplasm
C4940,Malignant Neck Neoplasm
C200520,Stroma-Derived Neoplasm of Lymphoid Tissues
C202880,Appendicular Skeleton Phosphaturic Mesenchymal Tumor
C202979,Nasopharyngeal Germ Cell Tumor
C202980,Head and Neck Teratoma
C202983,Malignant Head and Neck Germ Cell Tumor
C202624,Benign Head and Neck Soft Tissue Neoplasm
C202914,Head and Neck Myeloid Sarcoma
C6410,Cardiac Paraganglioma
C6514,Skeletal Muscle Neoplasm
C6578,Skin Myxoma
C7046,Urinary System Paraganglioma
C6926,Stromal Sarcoma
C7018,Nerve Sheath Myxoma
C7514,Kidney and Ureter Neoplasm
C7436,Bronchial Intraepithelial Neoplasia
C7367,Hair Follicle Neoplasm
C7559,Atypical Adenoma
C7606,Oral Cavity Neoplasm
C7658,Intestinal Intraepithelial Neoplasia
C7569,Thymic Carcinoma
C8612,Benign Peritoneal Neoplasm
C8609,Malignant Hepatobiliary Neoplasm
C96786,Liver Neuroendocrine Neoplasm
C8417,Benign Ear Neoplasm
C8430,Ovarian Papillary Tumor
C8461,Tibial Adamantinoma
C9003,Adrenal Cortical Adenoma
C9347,Tracheal Carcinoma
C9492,Breast Ductal Hyperplasia
C121846,Intermediate Chondrogenic Neoplasm
C121933,Malignant Osteoclastic Giant Cell-Rich Tumor of Bone
C126771,Uterine Corpus Neuroendocrine Neoplasm
C142781,Thoracic NUT Carcinoma
C152078,Refractory Malignant Head and Neck Neoplasm
C176414,Breast Schwannoma
C177775,Thoracic Chordoma
C179548,Ovarian Wolffian Tumor
C188998,Childhood Granular Cell Tumor
C190095,Childhood Lung Neoplasm
C190125,Childhood Malignant Skin Neoplasm
C189286,Childhood Ovarian Neoplasm
C190618,Childhood Benign Skin Neoplasm
C190622,Childhood Benign Nervous System Neoplasm
C192123,Paratesticular Serous Cystadenoma
C192666,Urinary Tract Neoplasm
C183115,Thoracic SMARCA4-Deficient Undifferentiated Tumor
C186731,Oral Melanocytic Nevus
C176862,Metastatic Malignant Thoracic Neoplasm
C182029,Recurrent Schwannoma
C162255,Metastatic Malignant Digestive System Neoplasm
C162460,Thymic Neuroendocrine Neoplasm
C162490,Paratesticular Paraganglioma
C162820,Parapharyngeal Neoplasm
C162825,Retropharyngeal Neoplasm
C162594,Metastatic Malignant Neoplasm in the Head and Neck
C164141,Genitourinary System Carcinoma
C173479,Oral Cavity Soft Tissue Neoplasm
C173164,Peritoneal Implant
C173166,Sinonasal Ameloblastoma
C172853,Esophageal Soft Tissue Neoplasm
C172857,Intestinal Soft Tissue Neoplasm
C173916,Recurrent Metastatic Malignant Neoplasm in the Leptomeninges
C175610,Breast Neuroendocrine Tumor
C202635,Head and Neck Inflammatory Myofibroblastic Tumor
C202921,Head and Neck Lymphoma
C202975,Head and Neck Dermoid Cyst
C202897,Head and Neck GLI1-Altered Soft Tissue Tumor
C202625,Malignant Head and Neck Soft Tissue Neoplasm
C27004,Sarcomatoid Carcinoma
C27940,Gastrointestinal Autonomic Nerve Tumor
C4801,Optic Nerve Neoplasm
C4893,Benign Urinary System Neoplasm
C4883,Malignant Muscle Neoplasm
C4508,Ovarian Seromucinous Tumor
C4521,Vaginal Intraepithelial Neoplasia
C45250,Cutaneous Mature T-Cell and NK-Cell Neoplasm
C45722,Combined Thymic Epithelial Neoplasm
C4573,Malignant Skin Appendage Neoplasm
C4575,Malignant Great Vessel Neoplasm
C45753,Cardiac Inflammatory Myofibroblastic Tumor
C4413,Nasal Cavity Neoplasm
C4445,Pancreatic Exocrine Neoplasm
C45638,Intrapulmonary Thymoma
C4481,Cutaneous Ganglioneuroma
C4609,Benign Intestinal Neoplasm
C4620,Benign Male Breast Neoplasm
C4647,Breast Lipoma
C4651,Pericardial Neoplasm
C4652,External Ear Neoplasm
C4670,Breast Sarcoma
C5053,Childhood Testicular Neoplasm
C50401,Myopericytoma
C5195,Breast Atypical Hyperplasia
C5213,Malignant Nipple Neoplasm
C5134,Spinal Meningioma
C5298,Lumbar Intraspinal Meningioma
C5308,Ectopic Meningioma
C35850,Head and Neck Carcinoma
C35748,Metastatic Malignant Neoplasm in the Axilla
C3548,Malignant Cardiac Neoplasm
C3549,Malignant Mediastinal Neoplasm
C3156,Laryngeal Neoplasm
C3048,Gallbladder Neoplasm
C3053,Female Reproductive System Neoplasm
C37258,Paraganglioma-Like Dermal Melanocytic Tumor
C3848,Benign Female Breast Neoplasm
C4325,Giant Cell Glioblastoma
C4348,Non-Functioning Pituitary Neuroendocrine Tumor
C2859,Adrenal Gland Neoplasm
C2948,Choriocarcinoma
C27269,Glandular Cell Intraepithelial Neoplasia
C3313,Parathyroid Gland Neoplasm
C3308,Paraganglioma
C40400,Breast Granular Cell Tumor
C40026,Malignant Ovarian Epithelial Tumor
C39953,Paratesticular Brenner Tumor
C40303,Vulvar Neoplasm of Skin Appendage Origin
C40116,Fallopian Tube Metaplastic Papillary Tumor
C4115,Transitional Cell Papilloma
C5668,Lung Meningioma
C7625,Localized Carcinoma
C8367,Low Grade Intraepithelial Neoplasia
C6530,Malignant Pericytic Neoplasm
C6408,Orbit Paraganglioma
C5822,Nerve Plexus Neoplasm
C5827,Facial Nerve Neoplasm
C5856,Benign Extrahepatic Bile Duct Soft Tissue Neoplasm
C6778,Intraorbital Meningioma
C7091,Mucosal Melanoma of the Digestive System
C7147,Benign Fibroblastic Neoplasm
C6994,Oculomotor Nerve Neoplasm
C7440,Papilloma
C8975,Malignant Mixed Mesodermal (Mullerian) Tumor
C8961,Fundic Gland Polyp
C8823,Recurrent Malignant Peripheral Nerve Sheath Tumor
C96917,Gallbladder Neuroendocrine Neoplasm
C96963,Digestive System Carcinoma
C121583,Non-Cutaneous Leiomyosarcoma
C123739,Refractory Malignant Germ Cell Tumor
C127153,Recurrent Malignant Solid Neoplasm
C128289,Vulvar Melanocytic Nevus
C128295,Vulvar Yolk Sac Tumor
C128055,Cervical Yolk Sac Tumor
C132260,Small Intestinal Myeloid Sarcoma
C132853,Recurrent Malignant Germ Cell Tumor
C131506,Childhood Melanoma
C139565,Malignant Neoplasm of Lung - Multiple Primary Sites
C157745,Childhood Cystic Nephroma
C158401,Refractory Paraganglioma
C142858,Refractory Rhabdoid Tumor
C148076,Unresectable Craniopharyngioma
C150527,Refractory Malignant Female Reproductive System Neoplasm
C170956,Resectable Platinum-Resistant Malignant Germ Cell Tumor
C172132,Recurrent Myeloid Neoplasm
C165742,Refractory Neuroendocrine Carcinoma
C173565,Refractory Primitive Neuroectodermal Tumor
C174022,Aggressive Papillary Tumor
C192732,Skull Base Carcinoma
C193453,Refractory Malignant Phyllodes Tumor
C192121,Paratesticular Well Differentiated Papillary Mesothelial Tumor
C177770,Metastatic Malignant Nongerminomatous Germ Cell Tumor
C177771,Recurrent Malignant Nongerminomatous Germ Cell Tumor
C179463,Recurrent Malignant Retroperitoneal Neoplasm
C190578,Childhood Malignant Bone Neoplasm
C27729,Thyroid Gland Well-Differentiated Tumor of Uncertain Malignant Potential
C27775,Aromatic Dyes-Related Malignant Neoplasm
C27698,Virus-Related Carcinoma
C27234,Nipple Duct Carcinoma
C27243,High Risk Gastrointestinal Stromal Tumor
C27352,"Peripheral T-Cell Lymphoma, Large Cell"
C28337,Stage IV Testicular Non-Seminomatous Germ Cell Tumor
C27922,Aflatoxins-Related Hepatocellular Carcinoma
C27930,Ionizing Radiation-Related Malignant Neoplasm
C2852,Adenocarcinoma
C3169,Mast Cell Leukemia
C3247,Myelodysplastic Syndrome
C36040,Grade 2 Malignant Neoplasm
C36048,Low Grade Malignant Neoplasm
C35726,Grade III Neuroendocrine Carcinoma
C3721,Lymphomatoid Papulosis
C187214,Refractory Childhood Central Nervous System Neoplasm
C40283,Vulvar Squamous Neoplasm
C40242,Vaginal Squamous Neoplasm
C40270,Endometrioid Stromal Sarcoma of the Vagina
C4152,Lipid-Rich Carcinoma
C4156,Water-Clear Cell Adenocarcinoma
C40036,Borderline Ovarian Mucinous Tumor
C39915,Testicular Pure Germ Cell Tumor
C41249,"Pancreatic Intraductal Papillary-Mucinous Neoplasm, Low Grade"
C4125,Superficial Spreading Adenocarcinoma
C4198,Complex Epithelial Neoplasm
C4236,Epithelioid Cell Melanoma
C4237,Spindle Cell Melanoma
C4228,Regressing Melanoma
C45567,Low Grade Lung Neuroendocrine Neoplasm
C4533,Malignant Choroid Plexus Neoplasm
C43603,Gallbladder Tubulopapillary Adenoma
C43355,Syringoacanthoma
C45741,Mediastinal Myeloid Sarcoma
C45761,Pericardial Germ Cell Tumor
C4744,Coccygeal Body Neoplasm
C4726,Adamantinomatous Craniopharyngioma
C53972,Erdheim-Chester Disease
C5505,Central Nervous System Melanoma
C6285,Adult Central Nervous System Germ Cell Tumor
C6205,Childhood Central Nervous System Germ Cell Tumor
C6970,Melanotic Schwannoma
C6856,Cervical Microglandular Polyp
