Code	Preferred Term
C93125	Radiation-Related Sarcoma
C202921	Head and Neck Lymphoma
C170467	Metastatic Malignant Head and Neck Neoplasm
C202914	Head and Neck Myeloid Sarcoma
C35850	Head and Neck Carcinoma
C3562	Malignant Orbit Neoplasm
C9337	Malignant Ear Neoplasm
C173097	Malignant Sinonasal Neoplasm
C164198	Head and Neck Sarcoma
C202983	Malignant Head and Neck Germ Cell Tumor
C3811	Malignant Salivary Gland Neoplasm
C4940	Malignant Neck Neoplasm
C133187	Mucosal Melanoma of the Head and Neck
C162594	Metastatic Malignant Neoplasm in the Head and Neck
C190121	Childhood Malignant Head and Neck Neoplasm
C155790	Malignant Skull Neoplasm
C9316	Malignant Oral Neoplasm
C202625	Malignant Head and Neck Soft Tissue Neoplasm
C202973	Head and Neck Plasmacytoma
C8936	B Lymphoblastic Leukemia/Lymphoma
C8694	T Lymphoblastic Leukemia/Lymphoma
C3167	Acute Lymphoblastic Leukemia (ALL)
C45238	Cutaneous Precursor Lymphoid Neoplasm
C82217	Natural Killer Cell Lymphoblastic Leukemia/Lymphoma
C9360	Lymphoblastic Lymphoma
C5143	Malignant Breast Adenomyoepithelioma
C8410	Breast Melanoma
C5213	Malignant Nipple Neoplasm
C5180	Malignant Breast Spiradenoma
C4671	Breast Lymphoma
C170728	Metastatic Malignant Breast Neoplasm
C4872	Breast Carcinoma
C179218	Breast Periductal Stromal Tumor
C7511	Metastatic Malignant Neoplasm in the Breast
C190575	Childhood Malignant Breast Neoplasm
C4670	Breast Sarcoma
C4504	Malignant Breast Phyllodes Tumor
C3510	Cutaneous Melanoma
C7087	Recurrent Melanoma
C8711	Non-Cutaneous Melanoma
C8562	Ocular Melanoma
C148517	Unresectable Melanoma
C66756	Mixed Epithelioid and Spindle Cell Melanoma
C9499	Melanomatosis
C4237	Spindle Cell Melanoma
C190239	Resectable Melanoma
C4236	Epithelioid Cell Melanoma
C162547	Penile Melanoma
C3802	Amelanotic Melanoma
C8925	Metastatic Melanoma
C4228	Regressing Melanoma
C131506	Childhood Melanoma
C118828	Orbital Melanoma
C154443	Unresectable Malignant Mesothelioma
C40444	Ovarian Malignant Mesothelioma
C27926	Asbestos-Related Malignant Mesothelioma
C165252	Metastatic Malignant Mesothelioma
C7631	Pericardial Malignant Mesothelioma
C9350	Peritoneal Malignant Mesothelioma
C154442	Resectable Malignant Mesothelioma
C162477	Paratesticular Malignant Mesothelioma
C8420	Diffuse Malignant Mesothelioma
C7376	Pleural Malignant Mesothelioma
C8713	Bilateral Retinoblastoma
C8500	Bilateral Carcinoma
C7185	Lymphoma by Site
C3211	Non-Hodgkin Lymphoma
C153172	Advanced Lymphoma
C134157	Recurrent Lymphoma
C39578	Autoimmune Lymphoproliferative Syndrome-Related Lymphoma
C134154	Refractory Lymphoma
C27699	Virus-Related Lymphoma
C9357	Hodgkin Lymphoma
C27268	Lymphoma by Stage
C150678	Methotrexate-Associated Lymphoma
C176994	Locally Advanced Lymphoma
C5165	Childhood Lymphoma
C7587	Adult Lymphoma
C38661	Composite Lymphoma
C157657	Unresectable Lymphoma
C185041	Splenic Plasmacytoma
C185151	Extramedullary Disease in Multiple Myeloma Involving the Spleen
C7292	Malignant Splenic Soft Tissue Neoplasm
C48873	Splenic Lymphoma
C7296	Splenic Manifestation of Leukemia
C80308	Splenic B-Cell Lymphoma/Leukemia, Unclassifiable
C8615	Metastatic Malignant Neoplasm in the Abdominal Cavity
C183304	Metastatic Malignant Abdominal Neoplasm
C4325	Giant Cell Glioblastoma
C8380	Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells
C6535	Malignant Tenosynovial Giant Cell Tumor
C3779	Giant Cell Carcinoma
C9285	Aggressive Systemic Mastocytosis
C3169	Mast Cell Leukemia
C9348	Mast Cell Sarcoma
C170816	Refractory Malignant Mastocytosis
C170817	Recurrent Malignant Mastocytosis
C9284	Systemic Mastocytosis with an Associated Myeloid Neoplasm
C38162	Digestive System Lymphoma
C189870	Childhood Malignant Digestive System Neoplasm
C4572	Malignant Intestinal Neoplasm
C162845	Unresectable Malignant Digestive System Neoplasm
C96963	Digestive System Carcinoma
C162255	Metastatic Malignant Digestive System Neoplasm
C9005	Malignant Pancreatic Neoplasm
C8609	Malignant Hepatobiliary Neoplasm
C9333	Malignant Appendix Neoplasm
C7379	Malignant Anal Neoplasm
C168669	Metastatic Malignant Neoplasm in the Digestive System
C7478	Malignant Esophageal Neoplasm
C7091	Mucosal Melanoma of the Digestive System
C3536	Malignant Ampulla of Vater Neoplasm
C9331	Malignant Gastric Neoplasm
C172849	Digestive System Sarcoma
C161583	Metastatic Malignant Neoplasm in the Pelvic Cavity
C183184	Malignant Primary Pelvic Neoplasm
C6959	Anaplastic Oligoastrocytoma
C40228	Malignant Mixed Epithelial and Mesenchymal Neoplasm of the Cervix
C7683	Adenocarcinoma with Cartilaginous and Osseous Metaplasia
C8025	Malignant Mixed Tumor of the Salivary Gland
C9010	Mixed Teratoma and Seminoma
C66777	Choriocarcinoma Combined with Other Germ Cell Elements
C6311	Malignant Uterine Corpus Mixed Epithelial and Mesenchymal Neoplasm
C4397	Carcinoma ex Pleomorphic Adenoma
C165723	Mixed Carcinoma
C146861	Mediastinal Mixed Germ Cell Tumor
C6347	Testicular Mixed Germ Cell Tumor
C123848	Childhood Mixed Germ Cell Tumor
C40276	Malignant Vaginal Mixed Epithelial and Mesenchymal Neoplasm
C173094	Sinonasal Teratocarcinosarcoma
C97058	Mixed Congenital Mesoblastic Nephroma
C167346	Malignant Mixed Tumor of the Skin
C4275	Malignant Phyllodes Tumor
C7016	Central Nervous System Mixed Germ Cell Tumor
C8114	Ovarian Mixed Germ Cell Tumor
C9474	Adenosarcoma
C34448	Carcinosarcoma
C121787	Malignant Mixed Tumor, Not Otherwise Specified
C37265	Malignant Mixed Epithelial and Stromal Tumor of the Kidney
C3756	Mixed Embryonal Carcinoma and Teratoma
C40035	Adenocarcinofibroma
C200570	Progesterone Receptor-Positive Breast Carcinoma
C36039	Grade 1 Malignant Neoplasm
C36047	Intermediate Grade Malignant Neoplasm
C36042	Grade 3 Malignant Neoplasm
C36046	High Grade Malignant Neoplasm
C36045	Grade 4 Malignant Neoplasm
C36048	Low Grade Malignant Neoplasm
C36040	Grade 2 Malignant Neoplasm
C190125	Childhood Malignant Skin Neoplasm
C171101	Cutaneous Lymphoma
C4574	Malignant Dermal Neoplasm
C4573	Malignant Skin Appendage Neoplasm
C3560	Malignant Scrotal Neoplasm
C185044	Cutaneous Plasmacytoma
C88156	Leukemia Cutis
C4914	Skin Carcinoma
C170811	Metastatic Malignant Skin Neoplasm
C5629	Metastatic Malignant Neoplasm in the Skin|Metastatic Malignant Neoplasm to the Skin
C43223	Myeloid Leukemia Associated with Down Syndrome
C5640	Childhood T Lymphoblastic Leukemia/Lymphoma
C190623	Childhood Malignant Nervous System Neoplasm
C190070	Childhood Malignant Endocrine Neoplasm
C6586	Extrarenal Rhabdoid Tumor
C188453	Childhood B Lymphoblastic Leukemia/Lymphoma
C148029	Childhood Malignant Solid Neoplasm
C190098	Childhood Malignant Thoracic Neoplasm
C9233	Juvenile Myelomonocytic Leukemia
C198027	Childhood Cancer Stage by Toronto Guidelines v2
C82339	Transient Abnormal Myelopoiesis Associated with Down Syndrome
C188981	Childhood Sarcoma
C114926	Childhood Epithelioid Hemangioendothelioma
C190578	Childhood Malignant Bone Neoplasm
C68744	Childhood Myelodysplastic Syndrome
C189269	Childhood Malignant Genitourinary System Neoplasm
C4989	Childhood Leukemia
C27931	Benzene-Related Acute Myeloid Leukemia
C27775	Aromatic Dyes-Related Malignant Neoplasm
C27774	Asbestos-Related Malignant Neoplasm
C92186	Intraocular Malignant Peripheral Nerve Sheath Tumor
C6786	Malignant Eyelid Neoplasm
C35690	Eye Lymphoma
C4586	Metastatic Malignant Neoplasm in the Eye
C175308	Malignant Lacrimal System Neoplasm
C6105	Malignant Uveal Neoplasm
C3216	Malignant Retinal Neoplasm
C6079	Eye Carcinoma
C3564	Malignant Conjunctival Neoplasm
C3565	Malignant Corneal Neoplasm
C9325	Adrenal Cortex Carcinoma
C3773	Neuroendocrine Carcinoma
C4906	Parathyroid Gland Carcinoma
C8559	Malignant Paraganglioma|Metastatic Paraganglioma
C46104	Thyroid Gland Mixed Medullary and Follicular Cell-Derived Carcinoma
C27380	Thyroid Gland Adenocarcinoma
C5527	Prostate Myeloid Sarcoma
C7008	Intracranial Myeloid Sarcoma
C35816	Monoblastic Sarcoma
C35815	Granulocytic Sarcoma
C193432	Recurrent Myeloid Sarcoma
C132260	Small Intestinal Myeloid Sarcoma
C162469	Testicular Myeloid Sarcoma
C5370	Cardiac Myeloid Sarcoma
C45741	Mediastinal Myeloid Sarcoma
C168742	Hereditary Myelodysplastic Syndrome
C43295	Hereditary Gastric Diffuse Adenocarcinoma
C155950	Hereditary Malignant Urinary System Neoplasm
C176729	PALB2-Associated Malignant Neoplasm
C4503	Hereditary Breast Carcinoma
C118829	Familial Nonmedullary Thyroid Gland Carcinoma
C167179	BRCA-Mutated Malignant Neoplasm
C164228	Hereditary Colon Carcinoma
C40455	Hereditary Fallopian Tube Carcinoma
C43298	Hereditary Pancreatic Carcinoma
C103817	Hereditary Prostate Carcinoma
C8495	Hereditary Retinoblastoma
C115212	Familial Waldenstrom Macroglobulinemia
C115225	Familial Neuroblastoma
C46099	Hereditary Thyroid Gland Medullary Carcinoma
C130038	Hematologic Neoplasm with Germline Predisposition
C8498	Hereditary Melanoma
C36102	Hereditary Ovarian Carcinoma
C4575	Malignant Great Vessel Neoplasm
C7390	Malignant Vascular Neoplasm
C3548	Malignant Cardiac Neoplasm
C4567	Malignant Pericardial Neoplasm
C153325	Unresectable Chordoma
C179420	Unresectable Malignant Thoracic Neoplasm
C148331	Unresectable Sarcoma
C148124	Unresectable Carcinoma
C148036	Unresectable Malignant Solid Neoplasm
C153279	Metastatic Unresectable Malignant Neoplasm
C168973	Unresectable Neuroendocrine Neoplasm
C203310	Unresectable Primary Malignant Central Nervous System Neoplasm
C168723	Unresectable Epithelioid Hemangioendothelioma
C170829	Unresectable Rhabdoid Tumor
C175661	Unresectable Malignant Glomus Tumor
C150622	Unresectable Neuroblastoma
C4904	Metastatic Malignant Neoplasm in the Lymph Nodes
C27500	Lymphadenopathic Kaposi Sarcoma
C36310	Secondary Carcinoma
C53704	Secondary Osteosarcoma
C27280	Secondary Myelodysplastic Syndrome
C80683	Therapy-Related Leukemia
C178480	Secondary Peripheral Atypical Cartilaginous Tumor/Chondrosarcoma, Grade 1
C191432	Secondary Plasma Cell Leukemia
C5416	Secondary Supratentorial Anaplastic Astrocytoma
C25765	Secondary Acute Myeloid Leukemia
C27482	Secondary Chondrosarcoma
C6758	Malignant Central Nervous System Mesenchymal, Non-Meningothelial Neoplasm
C162581	Penile Epithelioid Hemangioendothelioma
C6588	Malignant Soft Tissue Tumor of Uncertain Differentiation
C6642	Malignant Mediastinal Soft Tissue Neoplasm
C128054	Malignant Cervical Soft Tissue Neoplasm
C6530	Malignant Pericytic Neoplasm
C6531	Malignant Synovial Neoplasm
C9306	Soft Tissue Sarcoma
C81855	Malignant Epithelioid Cell Type Gastrointestinal Stromal Tumor
C27293	Extraosseous Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
C37212	Solid Pseudopapillary Neoplasm of the Pancreas
C165261	Solid Pseudopapillary Neoplasm of the Ovary
C139565	Malignant Neoplasm of Lung - Multiple Primary Sites
C4016	Malignant Bone Neoplasm
C4883	Malignant Muscle Neoplasm
C3180	Plasma Cell Leukemia
C5440	Central Nervous System Leukemia
C3483	Chronic Leukemia
C4982	Aleukemic Leukemia
C148425	Recurrent Leukemia
C7539	Lymphoid Leukemia
C148426	Advanced Leukemia
C9300	Acute Leukemia
C9277	Testicular Leukemia
C4961	Malignant Peripheral Nervous System Neoplasm
C8547	Metastatic Malignant Neoplasm in the Nervous System
C3571	Malignant Cranial Nerve Neoplasm
C4627	Malignant Central Nervous System Neoplasm
C127155	Metastatic Malignant Solid Neoplasm
C192672	Rare Malignant Solid Neoplasm
C165542	Neoantigen-Positive Malignant Solid Neoplasm
C27922	Aflatoxins-Related Hepatocellular Carcinoma
C129527	Central Nervous System Solitary Fibrous Tumor, Grade 3
C79948	Dedifferentiated Solitary Fibrous Tumor
C161580	Prostate Malignant Solitary Fibrous Tumor
C150604	Resectable Carcinoma
C170963	Resectable Malignant Female Reproductive System Neoplasm
C150620	Resectable Neuroblastoma
C166156	Resectable Glioblastoma
C7692	Resectable Malignant Liver Neoplasm
C170956	Resectable Platinum-Resistant Germ Cell Tumor
C187448	Resectable Malignant Bone Neoplasm
C150605	Resectable Sarcoma
C27349	Histiocytic Sarcoma
C3158	Leiomyosarcoma
C3043	Fibrosarcoma
C3798	Malignant Peripheral Nerve Sheath Tumor
C9417	Low Grade Sarcoma
C9312	Bone Sarcoma
C3088	Angiosarcoma
C9418	High Grade Sarcoma
C9282	Interdigitating Dendritic Cell Sarcoma
C155873	Chest Wall Sarcoma
C2946	Chondrosarcoma
C3359	Rhabdomyosarcoma
C3746	Small Cell Sarcoma
C6921	Langerhans Cell Sarcoma
C9145	Osteosarcoma
C9281	Follicular Dendritic Cell Sarcoma
C9023	Sarcoma by FNCLCC Grade
C155647	Sarcoma of the Extremity
C152076	Metastatic Sarcoma
C157652	Pelvic Sarcoma
C4817	Ewing Sarcoma
C3194	Liposarcoma
C27005	Spindle Cell Sarcoma
C157774	Metastatic Genitourinary Tumor
C36076	Malignant Reproductive System Neoplasm
C178443	Mucosal Melanoma of the Genitourinary System
C192662	Metastatic Malignant Neoplasm in the Genitourinary System
C164141	Genitourinary System Carcinoma
C9297	Malignant Urinary System Neoplasm
C95606	Second Primary Malignant Neoplasm
C48607	Invasive Skin Melanoma
C7904	Invasive Malignant Thymoma
C36028	Microinvasive Malignant Neoplasm
C9480	Invasive Carcinoma
C3242	Multiple Myeloma|Plasma Cell Myeloma
C7402	Hairy Cell Leukemia
C7400	Burkitt Leukemia
C148065	Advanced B-Cell Neoplasm
C204126	Refractory B-Cell Malignant Neoplasm
C4753	B-Cell Prolymphocytic Leukemia
C7237	Monomorphic B-Cell Post-Transplant Lymphoproliferative Disorder
C9349	Plasmacytoma
C27911	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma
C3457	B-Cell Non-Hodgkin Lymphoma
C204124	Recurrent B-Cell Malignant Neoplasm
C3537	Malignant Retroperitoneal Neoplasm
C3538	Malignant Peritoneal Neoplasm
C176862	Metastatic Malignant Thoracic Neoplasm
C3549	Malignant Mediastinal Neoplasm
C155919	Metastatic Malignant Neoplasm in the Thoracic Cavity
C3547	Malignant Pleural Neoplasm
C45625	Malignant Lung and Pleural Neoplasm
C183115	Thoracic SMARCA4-Deficient Undifferentiated Tumor
C142781	Thoracic NUT Carcinoma
C4580	Malignant Chest Wall Neoplasm
C4962	Malignant Thymus Neoplasm
C2852	Adenocarcinoma
C40022	Primary Peritoneal Carcinoma
C65151	Non-Small Cell Carcinoma
C27949	Metaplastic Carcinoma
C4121	Basaloid Carcinoma
C7569	Thymic Carcinoma
C27633	Transplant-Related Carcinoma
C4153	Glycogen-Rich Carcinoma
C201821	Hyalinizing Clear Cell Carcinoma
C4979	Carcinoma Unspecified Site
C190275	Childhood Carcinoma
C62332	Central Nervous System Carcinoma
C27767	Parasite-Related Carcinoma
C7682	Carcinoma in a Polyp
C27764	Helicobacter Pylori-Related Carcinoma
C3780	Large Cell Carcinoma
C3692	Undifferentiated Carcinoma
C192732	Skull Base Carcinoma
C2917	Carcinoma In Situ
C45716	NUT Carcinoma
C2970	Adenoid Cystic Carcinoma
C2948	Choriocarcinoma
C9347	Tracheal Carcinoma
C27698	Virus-Related Carcinoma
C27004	Sarcomatoid Carcinoma
C4139	Combined Carcinoid and Adenocarcinoma
C2929	Squamous Cell Carcinoma
C4152	Lipid-Rich Carcinoma
C27825	Mucin-Producing Carcinoma
C7352	Retroperitoneal Carcinoma
C156767	Basal Cell Carcinoma
C4878	Lung Carcinoma
C2930	Transitional Cell Carcinoma
C4137	Solid Carcinoma
C186658	Immunodeficiency-Related Central Nervous System Lymphoma
C27915	Immunodeficiency-Related Burkitt Lymphoma
C27632	Transplant-Related Malignant Neoplasm
C4046	AIDS-Related Malignant Neoplasm
C191963	Treatment-Related Prostate Neuroendocrine Carcinoma
C35873	Iatrogenic Kaposi Sarcoma
C129853	Myeloid/Lymphoid Neoplasms with PCM1-JAK2
C198565	Myeloid/Lymphoid Neoplasms with ETV6-ABL1
C84276	Myeloid/Lymphoid Neoplasms with PDGFRB Rearrangement
C84277	Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement
C84275	Myeloid/Lymphoid Neoplasms with PDGFRA Rearrangement
C198559	Myeloid/Lymphoid Neoplasms with FLT3 Rearrangement
C4717	Anaplastic Ganglioglioma
C6952	Anaplastic Kidney Wilms Tumor
C9477	Anaplastic Astrocytoma
C154496	Anaplastic Sarcoma of the Kidney
C4049	Anaplastic Ependymoma
C167335	Astrocytoma, IDH-Mutant, Grade 4
C4326	Anaplastic Oligodendroglioma
C118421	Anaplastic Plasmacytoma
C4051	Anaplastic (Malignant) Meningioma
C129327	Anaplastic Pleomorphic Xanthoastrocytoma
C3058	Glioblastoma
C7446	Anaplastic Brain Stem Glioma
C3720	Anaplastic Large Cell Lymphoma
C39920	Testicular Seminoma with High Mitotic Index
C189923	Epithelial Hepatoblastoma
C189927	Hepatoblastoma by PRETEXT Stage
C8641	Unresectable Hepatoblastoma
C192216	Metastatic Hepatoblastoma
C8643	Recurrent Hepatoblastoma
C189929	Hepatoblastoma by Postsurgical Stage
C8642	Resectable Hepatoblastoma
C142854	Refractory Hepatoblastoma
C161838	Hepatocellular Malignant Neoplasm, Not Otherwise Specified
C7097	Mixed Epithelial and Mesenchymal Hepatoblastoma
C198186	Childhood Hepatoblastoma by Toronto Guidelines v2 Stage
C5669	Pleuropulmonary Blastoma
C155304	Pituitary Gland Blastoma
C8715	Rhabdoid Tumor of the Kidney
C6906	Atypical Teratoid/Rhabdoid Tumor
C170828	Metastatic Rhabdoid Tumor
C39814	Classic Congenital Mesoblastic Nephroma
C39815	Cellular Congenital Mesoblastic Nephroma
C4327	Medulloepithelioma
C121963	Cribriform Neuroepithelial Tumor
C3222	Medulloblastoma
C186556	Central Nervous System Tumor with BCOR Internal Tandem Duplication
C9344	Pineoblastoma
C114833	Childhood Central Nervous System Embryonal Neoplasm
C129537	Central Nervous System Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
C186534	Embryonal Tumor with Multilayered Rosettes
C129501	Central Nervous System Embryonal Tumor with Rhabdoid Features
C5398	Central Nervous System Embryonal Tumor, Not Otherwise Specified
C186542	Central Nervous System Embryonal Tumor, Not Elsewhere Classified
C4557	Malignant Ciliary Body Medulloepithelioma
C66807	Ciliary Body Benign Medulloepithelioma
C66810	Ciliary Body Teratoid Medulloepithelioma
C162488	Epididymal Melanotic Neuroectodermal Tumor
C35871	Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone
C9341	Peripheral Primitive Neuroectodermal Tumor
C27898	Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
C27292	Metastatic Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
C6963	Neuroblastic Tumor
C27295	Recurrent Primitive Neuroectodermal Tumor
C121901	Benign Notochordal Cell Tumor
C2947	Chordoma
C40236	Cervical Wilms Tumor
C40443	Ovarian Wilms Tumor
C162489	Paratesticular Wilms Tumor
C40407	Kidney Wilms Tumor
C161607	Prostate Wilms Tumor
C8600	Stage II Extragonadal Mixed Germ Cell Tumor
C8889	Stage IV Extragonadal Non-Seminomatous Germ Cell Tumor
C8890	Stage II Extragonadal Seminoma
C28337	Stage IV Testicular Non-Seminomatous Germ Cell Tumor
C66778	Malignant Trophoblastic Teratoma
C8886	Stage I Extragonadal Non-Seminomatous Germ Cell Tumor
C7169	Pineal Region Dysgerminoma
C8887	Stage II Extragonadal Non-Seminomatous Germ Cell Tumor
C8883	Stage III Extragonadal Mixed Germ Cell Tumor
C4996	Stage I Extragonadal Seminoma
C8888	Stage III Extragonadal Non-Seminomatous Germ Cell Tumor
C4288	Intermediate Immature Teratoma
C8882	Stage I Extragonadal Mixed Germ Cell Tumor
C8891	Stage III Extragonadal Seminoma
C8892	Stage IV Extragonadal Seminoma
C66817	Hemangioblastic Meningioma
C7172	Central Nervous System Neuroepithelial Neoplasm of Uncertain Origin
C66808	Medulloepithelioma Not Otherwise Specified
C66802	Oligodendroblastoma
C66811	Spongioneuroblastoma
C66803	Cerebellar Sarcoma
C8497	Neurofibromatosis 1 and 2 (NF1 and NF2)
C66801	Polar Spongioblastoma
C6400	FIGO Stage III Gestational Trophoblastic Tumor
C6391	FIGO Stage I Gestational Trophoblastic Tumor
C6404	FIGO Stage IV Gestational Trophoblastic Tumor
C6396	FIGO Stage II Gestational Trophoblastic Tumor
C34774	Chronic Monocytic Leukemia
C82991	Small Lymphocytic Lymphoma Variant
C27856	Diffuse Large B-Cell Lymphoma Arising in HHV8-Positive Multicentric Castleman Disease
C26919	Lymphosarcoma
C9464	Grade 1 Diffuse Follicular Lymphoma
C27267	Lymphoma/Leukemia by Kiel Classification (Antiquated)
C36277	Monoclonal Polymorphic Post-Transplant Lymphoproliferative Disorder
C5092	Stage II Splenic Marginal Zone Lymphoma
C7200	Anaplastic Large Cell Lymphoma, Lymphomatoid Papulosis-Like Histology
